Name,Geo,World University Rankings 2026,Arts and Humanities 2025,Business and Economics 2025,Medical and Health 2025,Computer Science 2025,Education Studies 2025,Engineering 2025,Law 2025,Life Sciences 2025,Physical Sciences 2025,Social Sciences 2025
Yasouj University,"Kohgiluyeh and Boyer-Ahmad, Iran",1501,8011000,8011000,,,,,,,,
Yeditepe University,"Istanbul, Türkiye",1501,8011000,,,,,,,,,
Yerevan State University,"Yerevan, Armenia",1501,1001,,,,,,,,,
Yuriy Fedkovych Chernivtsi National University,"Chernivtsi, Ukraine",1501,1251,1001,,,,,,,,
Ziane Achour University of Djelfa,"Djelfa, Algeria",1501,,,,,,,,,,
Zonguldak Bülent Ecevit University,"Zonguldak, Türkiye",1501,1001,601,10011250,1001,,,,,,
Abai Kazakh National Pedagogical University,"ALA, Kazakhstan",,,,,,,,,,,
Abasyn University,"Peshawar, Pakistan",,,,,,,,,,,
Abbes Laghrour University Khenchela,"Khenchela, Algeria",,,,,,,,,,,
Abdelhafid Boussouf University Center of Mila,"Mila, Algeria",,,,,,,,,,,
Abertay University,"Abertay, United Kingdom",,,,,,,,,,,
Aditya University,"Kakinada District, India",,,,,,,,,,,
Admiralty University of Nigeria,Nigeria,,,,,,,,,,,
AECC University College,"Bournemouth, United Kingdom",,,,,,,,,,,
Africa Renewal University,"Buloba, Uganda",,,,,,,,,,,
Africa University,"Mutare, Zimbabwe",,,,,,,,,,,
Ahlia University,"Manama, Bahrain",,,,,,,,,,,
Ahmed Draia University,"Adrar, Algeria",,,,,,,,,,,
Ajeenkya DY Patil University,"District Pune, India",,,,,,,,,,,
Akenten Appiah-Menka University of Skills Training and Entrepreneurial Development,"Kumasi, Ghana",,,,,,,,,,,
Akhmet Yassawi University,"Turkistan, Kazakhstan",,,,,,,,,,,
Akita Prefectural University,"Akita, Japan",,,,,,,,,,,
Akli Mohand Oulhadj Bouira University,"Bouira, Algeria",,,,,,,,,,,
Akwa Ibom State University,"Mkpat Enin, Nigeria",,,,,,,,,,,
Al-Amal College for Specialized Medical Sciences,"Karbala, Iraq",,,,,,,,,,,
Al-Ameed University,"Holy Karbala, Iraq",,,,,,,,,,,
Alanya University,"Alanya, Türkiye",,,,,,,,,,,
Alasmarya Islamic University,"Zliten City, Libya",,,,,,,,,,,
Al-Ayen University,"Nasiriyah, Iraq",,,,,,,,,,,
Al-Bayan University,"Baghdad, Iraq",,,,,,,,,,,
Aleksandër Moisiu University,"Durrës, Albania",,,,,,,,,,,
Al-Esraa University,"62 St, Iraq",,,,,,,,,,,
Al-Farahidi University,"Baghdad, Iraq",,,,,,,,,,,
Alfraganus University,"Yunusabad District, Uzbekistan",,,,,,,,,,,
Al-Hadba University,"Mosul, Iraq",,,,,,,,,,,
Al-Hadi University College,"Baghdad, Iraq",,,,,,,,,,,
Al-Hikmah University,"Ilorin, Nigeria",,,,,,,,,,,
Alikhan Bokeikhan University,"Semey, Kazakhstan",,,,,,,,,,,
Al-Iraqia University,"Baghdad, Iraq",,,,,,,,,,,
Alisher Navo’i Tashkent State University of Uzbek Language and Literature,"Tashkent, Uzbekistan",,,,,,,,,,,
Al-Janad University for Science and Technology,"Taiz, Yemen",,,,,,,,,,,
Al-Karkh University of Science,"Al-Karkh, Iraq",,,,,,,,,,,
Al-Kitab University,"Kirkuk, Iraq",,,,,,,,,,,
Almaaqal University,"Basra, Iraq",,,,,,,,,,,
AlMaarefa University,"Ad Diriyah, Saudi Arabia",,,,,,,,,,,
Al-Madinah International University (MEDIU),"Taman Desa Petaling, Malaysia",,,,,,,,,,,
Al-Mansour University College,"Baghdad, Iraq",,,,,,,,,,,
Almaty Humanitarian-Economic University,Kazakhstan,,,,,,,,,,,
Almaty Management University (AlmaU),"ALA, Kazakhstan",,,,,,,,,,,
Al-Mustaqbal University,"Hillah, Iraq",,,,,,,,,,,
Al-Nisour University,"Baghdad, Iraq",,,,,,,,,,,
Alnoor University,"Bartella sub-district, Iraq",,,,,,,,,,,
Al-Qalam University College,"Jimen, Iraq",,,,,,,,,,,
Al-Rafidain University College,"Baghdad Governorate, Iraq",,,,,,,,,,,
Al Ryada University for Science and Technology - RST,"El Sadat, Egypt",,,,,,,,,,,
Al-Shatrah University,"Al Gharaf, Iraq",,,,,,,,,,,
Altoosi University,"Najaf, Iraq",,,,,,,,,,,
Al Turath University,"Al Mansour, Iraq",,,,,,,,,,,
Al-Yarmok University College,"Baqubah, Iraq",,,,,,,,,,,
Al-Zahraa University for Women,"Karbala, Iraq",,,,,,,,,,,
Al-Zahrawi University College,"Karbala, Iraq",,,,,,,,,,,
American University in Dubai,"Dubai, United Arab Emirates",,,,,,,,,,,
American University in the Emirates (AUE),"Dubai, United Arab Emirates",,,,,,,,,,,
American University of Ras Al Khaimah,"Ras Al Khaimah, United Arab Emirates",,,,,,,,,,,
American University of Science,"Honolulu, United States",,,,,,,,,,,
"Amity University, Chhattisgarh","Chhattisgarh, India",,,,,,,,,,,
"Amity University, Gwalior","Gwalior, India",,,,,,,,,,,
"Amity University, Mumbai","Maharashtra, India",,,,,,,,,,,
Amman Arab University,"Amman, Jordan",,,,,,,,,,,
Amol University of Special Modern Technologies,"Amol, Iran",,,,,,,,,,,
Andijan Machine-Building Institute,"Andijan, Uzbekistan",,,,,,,,,,,
Andijan State Medical Institute,"Andijan, Uzbekistan",,,,,,,,,,,
Andijan State Pedagogical Institute (ASPI),"Andijan city, Uzbekistan",,,,,,,,,,,
Andijan State University,"Republic of Uzbekistan, Uzbekistan",,,,,,,,,,,
Andrés Bello Catholic University (UCAB),"Caracas, Venezuela",,,,,,,,,,,
Anglo-American University,"Prague 1, Czechia",,,,,,,,,,,
Ankara Hacı Bayram Veli University,"Ankara, Türkiye",,,,,,,,,,,
Ankara Science University,"Çankaya, Türkiye",,,,,,,,,,,
Arab International University (AIU),"Damascus, Syria",,,,,,,,,,,
Arab Open University,"Al Safat, Kuwait",,,,,,,,,,,
Arish University,"El Arish, Egypt",,,,,,,,,,,
Arkin University of Creative Arts and Design (ARUCAD),"Kyrenia District, Northern Cyprus",,,,,,,,,,,
Armenian National Agrarian University,"ER, Armenia",,,,,,,,,,,
Armenian State University of Economics,"Yerevan, Armenia",,,,,,,,,,,
Arts University Bournemouth,"Poole, United Kingdom",,,,,,,,,,,
Arts University Plymouth,"Plymouth, United Kingdom",,,,,,,,,,,
Arturo Prat University,"Iquique, Chile",,,,,,,,,,,
Artvin Coruh University,"Artvin, Türkiye",,,,,,,,,,,
Asahi University,"Mizuho City, Japan",,,,,,,,,,,
Asfendiyarov Kazakh National Medical University,"Almaty, Kazakhstan",,,,,,,,,,,
A'Sharqiyah University,"Ibra, Oman",,,,,,,,,,,
Ashoka University,"Sonepat, India",,,,,,,,,,,
Astana International University AIU,"Astana, Kazakhstan",,,,,,,,,,,
Astana Medical University,"Nur-Sultan, Kazakhstan",,,,,,,,,,,
Ateneo de Davao University,"Davao City, Philippines",,,,,,,,,,,
Atlas University,"Istanbul, Türkiye",,,,,,,,,,,
Atyrau University,"Atyrau, Kazakhstan",,,,,,,,,,,
Audencia,"Nantes, France",,,,,,,,,,,
Augustine University,"Epe, Nigeria",,,,,,,,,,,
“Aurel Vlaicu” University of Arad,"Arad, Romania",,,,,,,,,,,
Autonomous University of Asunción,"1255 CP, Paraguay",,,,,,,,,,,
Autonomous University of Chiapas,"Tuxtla Gutiérrez, Mexico",,,,,,,,,,,
Avance International University,"Kampala, Uganda",,,,,,,,,,,
Avicenna - Batumi Medical University,"Batumi, Georgia",,,,,,,,,,,
Avicenna Tajik State Medical University,Tajikistan,,,,,,,,,,,
Azerbaijan Medical University,"Baku, Azerbaijan",,,,,,,,,,,
Azerbaijan State Agricultural University,Azerbaijan,,,,,,,,,,,
Azerbaijan State Pedagogical University,"Sabail District, Azerbaijan",,,,,,,,,,,
Azerbaijan University of Architecture and Construction,"Baku, Azerbaijan",,,,,,,,,,,
Baba Guru Nanak University,"Nankana Sahib, Pakistan",,,,,,,,,,,
Badr University in Cairo (BUC),"C, Egypt",,,,,,,,,,,
Bakrie University,"Jakarta Selatan, Indonesia",,,,,,,,,,,
Baku Engineering University,"Khirdalan city, Azerbaijan",,,,,,,,,,,
Baku Higher Oil School,"Bibiheyat Town, Azerbaijan",,,,,,,,,,,
Baku Slavic University,Azerbaijan,,,,,,,,,,,
"Bamidele Olumilua University of Education, Science and Technology, Ikere-Ekiti","Ikere-Ekiti, Nigeria",,,,,,,,,,,
Bandirma Onyedi Eylül University,"Bandırma, Türkiye",,,,,,,,,,,
Bangladesh University of Professionals,"Dhaka, Bangladesh",,,,,,,,,,,
Baqir Al Olum University,"Qom, Iran",,,,,,,,,,,
Bath Spa University,"Bath, United Kingdom",,,,,,,,,,,
"Bauchi State University, Gadau","Abuja, Nigeria",,,,,,,,,,,
Bayburt University,"69, Türkiye",,,,,,,,,,,
Bayelsa Medical University,"Yenagoa, Nigeria",,,,,,,,,,,
Baze University,"Abuja, Nigeria",,,,,,,,,,,
Beaconhouse National University,"Lahore, Pakistan",,,,,,,,,,,
Begum Nusrat Bhutto (BNB) Women University Sukkur,"Sukkur, Pakistan",,,,,,,,,,,
Bells University of Technology,"Ota, Nigeria",,,,,,,,,,,
Bentley University,"Waltham, United States",,,,,,,,,,,
Beykoz University,"Beykoz, Türkiye",,,,,,,,,,,
Bicol University,"Legazpi City, Philippines",,,,,,,,,,,
Bilad Alrafidain University,"Baqubah, Iraq",,,,,,,,,,,
Bila Tserkva National Agrarian University,"Bila Tserkva, Ukraine",,,,,,,,,,,
BIMM Music Institute Birmingham,"Birmingham, United Kingdom",,,,,,,,,,,
Birmingham Newman University,"Birmingham, United Kingdom",,,,,,,,,,,
Bishop Grosseteste University,"Lincoln, United Kingdom",,,,,,,,,,,
Bloomsbury Institute London,"London, United Kingdom",,,,,,,,,,,
Bohdan Khmelnytsky National University of Cherkasy,"Cherkasy, Ukraine",,,,,,,,,,,
Borys Grinchenko Kyiv Metropolitan University,"Kyiv, Ukraine",,,,,,,,,,,
Bowen University,"Iwo, Nigeria",,,,,,,,,,,
Brainware University,"Kolkata, India",,,,,,,,,,,
Buana Perjuangan University Karawang,"Karawang, Indonesia",,,,,,,,,,,
Buckinghamshire New University,"High Wycombe, United Kingdom",,,,,,,,,,,
Budapest Business School,"Budapest, Hungary",,,,,,,,,,,
Budapest Metropolitan University,"Budapest, Hungary",,,,,,,,,,,
Bukhara Engineering Technological Institute,"Bukhara, Uzbekistan",,,,,,,,,,,
Bukhara State Medical Institute,"Bukhara city, Uzbekistan",,,,,,,,,,,
Bukhara State University,"Bukhara, Uzbekistan",,,,,,,,,,,
Bulacan State University,"City of Malolos, Philippines",,,,,,,,,,,
Bundelkhand University,India,,,,,,,,,,,
Cagayan State University,"Tuguegarao, Philippines",,,,,,,,,,,
Çağ University,"Tarsus, Türkiye",,,,,,,,,,,
"California State University, Chico","Chico, United States",,,,,,,,,,,
Canadian International College - Cairo Campus of Cape Breton University Canada,"New Cairo, Egypt",,,,,,,,,,,
Capitol University,"Cagayan de Oro, Philippines",,,,,,,,,,,
Caraga State University - Ampayon Campus,"Butuan City, Philippines",,,,,,,,,,,
Carlemany University,Andorra,,,,,,,,,,,
Catholic University in Erbil,"Erbil, Iraq",,,,,,,,,,,
Catholic University of Ávila,"AV, Spain",,,,,,,,,,,
Catholic University of Córdoba,"Cordoba, Argentina",,,,,,,,,,,
Catholic University of Uruguay,"Montevideo, Uruguay",,,,,,,,,,,
Cebu Technological University,"CEB, Philippines",,,,,,,,,,,
CECOS University of IT and Emerging Sciences,"Peshawar, Pakistan",,,,,,,,,,,
Central Asian University CAU,Uzbekistan,,,,,,,,,,,
Central Bicol State University of Agriculture,"Pili, Philippines",,,,,,,,,,,
Central Luzon State University,"Nueva Ecija, Philippines",,,,,,,,,,,
Central Mindanao Colleges,"Kidapawan City, Philippines",,,,,,,,,,,
Central University of Europe,"Kutaisi, Georgia",,,,,,,,,,,
Centro de Estudios para la Calidad Educativa y la Investigación Científica (CECEIC),"Toluca, Mexico",,,,,,,,,,,
Centro Universitário Cesuca,"Cachoeirinha, Brazil",,,,,,,,,,,
Centro Universitário de Jaguariúna,"Jaguariuna, Brazil",,,,,,,,,,,
Centro Universitario Integrado,"Campo Mourao, Brazil",,,,,,,,,,,
Centro Universitário Max Planck,"Indaiatuba, Brazil",,,,,,,,,,,
Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),"Sao Paulo, Brazil",,,,,,,,,,,
CESI,"Paris, France",,,,,,,,,,,
CETYS Universidad,"Mexicali, Mexico",,,,,,,,,,,
Chadli Bendjedid El Tarf University,"El Tarf, Algeria",,,,,,,,,,,
Charmo University,"Sulaimani, Iraq",,,,,,,,,,,
Chernihiv Polytechnic National University,"Chernihiv, Ukraine",,,,,,,,,,,
Chhatrapati Shahu Ji Maharaj University,"Kanpur, India",,,,,,,,,,,
Chirchik State Pedagogical Institute,"Chirchik, Uzbekistan",,,,,,,,,,,
Cholistan University of Veterinary and Animal Sciences,"Bahawalpur, Pakistan",,,,,,,,,,,
Cihan University – Erbil,"Erbil, Iraq",,,,,,,,,,,
Cihan University Sulaimaniya,"Sulaimanya, Iraq",,,,,,,,,,,
City College of San Fernando Pampanga,"City of San Fernando, Philippines",,,,,,,,,,,
"City University of Science and Information Technology, Peshawar","Peshawar, Pakistan",,,,,,,,,,,
Civil Aviation Academy,"Almaty, Kazakhstan",,,,,,,,,,,
Courtauld Institute of Art,"London, United Kingdom",,,,,,,,,,,
Cranfield University,"Cranfield, United Kingdom",80,,,,,,,,,,
Cruzeiro do Sul University,"Vila Jacuí, Brazil",,,,,,,,,,,
Daaru Salaam University (DSU),"Mogadishu, Somalia",,,,,,,,,,,
Daneshpajoohan Pishro Higher Education Institute,"Esfahan, Iran",,,,,,,,,,,
Dawood University of Engineering and Technology,"Karachi, Pakistan",,,,,,,,,,,
Deen Dayal Upadhyaya Gorakhpur University,"Gorakhpur, India",,,,,,,,,,,
De La Salle – College of Saint Benilde,"Malate, Philippines",,,,,,,,,,,
De La Salle Medical and Health Sciences Institute (DLSMHSI),"Dasmarinas City, Philippines",,,,,,,,,,,
Dhakuakhana College Autonomous,"Dhakuakhana, India",,,,,,,,,,,
DHA Suffa University,"Karachi City, Pakistan",,,,,,,,,,,
Diplomat University,"Tashkent, Uzbekistan",,,,,,,,,,,
Doğuş University,"Umraniye, Türkiye",,,,,,,,,,,
Don Bosco University,"Sonapur, India",,,,,,,,,,,
Don Mariano Marcos Memorial State University,"La Union, Philippines",,,,,,,,,,,
Dovletmammet Azadi Turkmen National Institute of World Languages,"Asgabat, Turkmenistan",,,,,,,,,,,
Dr. Rafael Belloso Chacín Private University,"Maracaibo, Venezuela",,,,,,,,,,,
D. Serikbayev East Kazakhstan Technical University,"Ust-Kamenogorsk, Kazakhstan",,,,,,,,,,,
Duhok Polytechnic University,"Kurdistan, Iraq",,,,,,,,,,,
Dulaty University,"Taraz City, Kazakhstan",,,,,,,,,,,
EAN University,"Bogata, Colombia",,,,,,,,,,,
École Nationale Polytechnique,"El Harrach, Algeria",,,,,,,,,,,
École Nationale Supérieure de Biotechnologie Taoufik Khaznadar (ENSB),"Ali Mendjeli, Algeria",,,,,,,,,,,
École Nationale Supérieure des Sciences de la Mer et de l’Aménagement du Littoral (ENSSMAL),"Dely Ibrahim, Algeria",,,,,,,,,,,
Ecole Nationale Supérieure d'Hydraulique,"Blida, Algeria",,,,,,,,,,,
École Nationale Supérieure d’Informatique (ESI),"Algiers, Algeria",,,,,,,,,,,
École Normale Supérieure de Béchar,"Béchar, Algeria",,,,,,,,,,,
École Normale Supérieure de Kouba,"Vieux-Kouba, Algeria",,,,,,,,,,,
École Normale Supérieure de Laghouat,"Laghouat, Algeria",,,,,,,,,,,
École Normale Supérieure de Ouargla,"Al-Nasr District, Algeria",,,,,,,,,,,
École Normale Supérieure El Katiba Assia Djebar Constantine (ENSC),"Ali Mendjeli, Algeria",,,,,,,,,,,
École Polytechnique d’Architecture et d’Urbanisme,"Algiers, Algeria",,,,,,,,,,,
École Supérieure des Sciences de l'Aliment et des Industries Agroalimentaires,"Beaulieu Oued Smar, Algeria",,,,,,,,,,,
École Supérieure en Informatique 8 Mai 1945 de Sidi-Bel-Abbès,"Sidi Bel Abbes, Algeria",,,,,,,,,,,
École Supérieure en Sciences Appliquées de Tlemcen,"Tlemcen, Algeria",,,,,,,,,,,
École Supérieure en Sciences Biologiques d’Oran (ESSBO),"Oran, Algeria",,,,,,,,,,,
École Supérieure en Sciences et Technologies de l’Informatique et du Numérique (ESTIN),"Amizour, Algeria",,,,,,,,,,,
Ecotec University,"Samborondon, Ecuador",,,,,,,,,,,
Effat University,"Jeddah, Saudi Arabia",,,,,,,,,,,
Egerton University,"Njoro, Kenya",,,,,,,,,,,
Egyptian Chinese University,"Cairo, Egypt",,,,,,,,,,,
Egyptian Russian University,"Badr City, Egypt",,,,,,,,,,,
Egypt University of Informatics,"Cairo, Egypt",,,,,,,,,,,
EIA University,"Córdova Airport, Colombia",,,,,,,,,,,
Elmergib University,"Al Khoms, Libya",,,,,,,,,,,
Emaan Institute of Management and Sciences,"Karachi, Pakistan",,,,,,,,,,,
Emerson University Multan,"Multan, Pakistan",,,,,,,,,,,
Emir Abdelkader University of Islamic Sciences,"Constantine, Algeria",,,,,,,,,,,
Escola Superior de Ciencias Sociais Artes e Humanidades,"Kongo, Angola",,,,,,,,,,,
Escola Superior Pedagogica do Bengo,"Dande, Angola",,,,,,,,,,,
Escola Superior Pedagogica do Bie,"Kuito, Angola",,,,,,,,,,,
Escola Superior Pedagogica do Cuanza Norte,"Cazengo, Angola",,,,,,,,,,,
Escuela Superior Politécnica de Chimborazo,"Riobamba, Ecuador",,,,,,,,,,,
ESIC University,"M, Spain",,,,,,,,,,,
ESLSCA University,"Giza, Egypt",,,,,,,,,,,
Estonian Academy of Arts,"Tallinn, Estonia",,,,,,,,,,,
Eszterházy Károly Catholic University,"Eger, Hungary",,,,,,,,,,,
EURECOM,"Valbonne, France",,,,,,,,,,,
European University,"Tbilisi, Georgia",,,,,,,,,,,
European University of Armenia,"Yerevan, Armenia",,,,,,,,,,,
European University of Tirana,"Tirana, Albania",,,,,,,,,,,
European University Ukraine,"Kyiv, Ukraine",,,,,,,,,,,
"Evangel University, Akaeze","Okpoto, Ishielu L.G.A, Nigeria",,,,,,,,,,,
Externado University of Colombia,"Bogata, Colombia",,,,,,,,,,,
Falmouth University,"Falmouth, United Kingdom",,,,,,,,,,,
Fatima Jinnah Women University,"Rawalpindi, Pakistan",,,,,,,,,,,
Federal University of Lafia,"Lafia, Nigeria",,,,,,,,,,,
"Federal University of Petroleum Resources, Effurun","Effurun, Nigeria",,,,,,,,,,,
Fergana Polytechnic Institute,"Fergana, Uzbekistan",,,,,,,,,,,
