0,1,2,3,4,5,6,7,8
1201–1500,"Necmettin Erbakan University
Turkey",27.3–32.0,37.5,15.2,37.3,23.3,40.7,https://www.timeshighereducation.com/world-university-rankings/necmettin-erbakan-university
1201–1500,"Nelson Mandela University
South Africa",27.3–32.0,20.9,16.8,43.2,34.0,43.8,https://www.timeshighereducation.com/world-university-rankings/nelson-mandela-university
1201–1500,"Netaji Subhas University of Technology
India",27.3–32.0,17.7,8.1,57.4,20.8,21.5,https://www.timeshighereducation.com/world-university-rankings/netaji-subhas-university-technology
1201–1500,"Nicolaus Copernicus University in Toruń
Poland",27.3–32.0,29.6,23.1,38.6,33.2,35.6,https://www.timeshighereducation.com/world-university-rankings/nicolaus-copernicus-university-torun
1201–1500,"Niigata University
Japan",27.3–32.0,31.2,15.7,40.9,54.3,29.1,https://www.timeshighereducation.com/world-university-rankings/niigata-university
1201–1500,"Nitte (Deemed to be University)
India",27.3–32.0,43.2,12.5,40.5,19.5,28.6,https://www.timeshighereducation.com/world-university-rankings/nitte-deemed-be-university
1201–1500,"Noakhali Science and Technology University (NSTU)
Bangladesh",27.3–32.0,11.3,9.4,65.5,17.0,48.1,https://www.timeshighereducation.com/world-university-rankings/noakhali-science-and-technology-university-nstu
1201–1500,"Oakland University
United States",27.3–32.0,27.7,16.7,44.5,50.8,38.5,https://www.timeshighereducation.com/world-university-rankings/oakland-university
1201–1500,"October 6 University
Egypt",27.3–32.0,19.8,8.4,61.7,16.8,41.0,https://www.timeshighereducation.com/world-university-rankings/october-6-university
1201–1500,"Opole University of Technology
Poland",27.3–32.0,18.6,14.4,45.8,24.1,47.0,https://www.timeshighereducation.com/world-university-rankings/opole-university-technology
1201–1500,"Osaka Metropolitan University
Japan",27.3–32.0,31.3,16.9,28.8,78.3,27.2,https://www.timeshighereducation.com/world-university-rankings/osaka-metropolitan-university
1201–1500,"Osmania University
India",27.3–32.0,34.7,19.0,39.2,34.3,23.1,https://www.timeshighereducation.com/world-university-rankings/osmania-university
1201–1500,"Pavol Jozef Šafárik University in Košice
Slovakia",27.3–32.0,41.7,11.2,24.5,24.7,59.3,https://www.timeshighereducation.com/world-university-rankings/pavol-jozef-safarik-university-kosice
1201–1500,"Persian Gulf University
Iran",27.3–32.0,19.6,15.1,56.1,24.1,46.5,https://www.timeshighereducation.com/world-university-rankings/persian-gulf-university
1201–1500,"Pondicherry University
India",27.3–32.0,34.1,17.4,40.6,41.0,22.7,https://www.timeshighereducation.com/world-university-rankings/pondicherry-university
1201–1500,"Pontifícia Universidade Católica do Paraná
Brazil",27.3–32.0,26.3,13.1,40.6,52.4,31.4,https://www.timeshighereducation.com/world-university-rankings/pontificia-universidade-catolica-do-parana
1201–1500,"Port Said University
Egypt",27.3–32.0,13.3,10.3,61.4,29.7,48.6,https://www.timeshighereducation.com/world-university-rankings/port-said-university
1201–1500,"Poznań University of Life Sciences
Poland",27.3–32.0,26.5,12.8,41.0,30.3,30.2,https://www.timeshighereducation.com/world-university-rankings/poznan-university-life-sciences
1201–1500,"Poznan University of Medical Sciences
Poland",27.3–32.0,31.1,14.3,47.8,44.1,33.1,https://www.timeshighereducation.com/world-university-rankings/poznan-university-medical-sciences
1201–1500,"Prince of Songkla University
Thailand",27.3–32.0,24.3,16.0,39.4,51.6,39.2,https://www.timeshighereducation.com/world-university-rankings/prince-songkla-university
1201–1500,"Public University of Navarre
Spain",27.3–32.0,25.5,15.2,49.2,43.3,47.3,https://www.timeshighereducation.com/world-university-rankings/public-university-navarre
1201–1500,"Pukyong National University
South Korea",27.3–32.0,30.3,20.4,36.1,54.1,35.1,https://www.timeshighereducation.com/world-university-rankings/pukyong-national-university
1201–1500,"Riga Stradiņš University
Latvia",27.3–32.0,18.5,16.9,39.1,25.0,64.6,https://www.timeshighereducation.com/world-university-rankings/riga-stradins-university
1201–1500,"Rowan University
United States",27.3–32.0,29.6,13.2,45.3,40.6,39.8,https://www.timeshighereducation.com/world-university-rankings/rowan-university
1201–1500,"Sahand University of Technology
Iran",27.3–32.0,28.8,13.6,47.9,47.6,35.2,https://www.timeshighereducation.com/world-university-rankings/sahand-university-technology
1201–1500,"Sakarya University
Turkey",27.3–32.0,21.8,13.8,49.7,26.7,33.2,https://www.timeshighereducation.com/world-university-rankings/sakarya-university
1201–1500,"Salahaddin University–Erbil
Iraq",27.3–32.0,23.4,8.3,60.1,17.0,29.7,https://www.timeshighereducation.com/world-university-rankings/salahaddin-university-erbil
1201–1500,"Sapporo Medical University
Japan",27.3–32.0,31.4,13.4,38.3,57.5,18.4,https://www.timeshighereducation.com/world-university-rankings/sapporo-medical-university
1201–1500,"SASTRA University
India",27.3–32.0,27.6,11.0,42.8,41.6,27.4,https://www.timeshighereducation.com/world-university-rankings/sastra-university
1201–1500,"Sathyabama Institute of Science and Technology
India",27.3–32.0,30.9,10.7,48.6,24.0,27.8,https://www.timeshighereducation.com/world-university-rankings/sathyabama-institute-science-and-technology
1201–1500,"Saudi Electronic University
Saudi Arabia",27.3–32.0,10.6,9.6,65.4,19.1,75.8,https://www.timeshighereducation.com/world-university-rankings/saudi-electronic-university
1201–1500,"Sefako Makgatho Health Sciences University
South Africa",27.3–32.0,26.0,11.1,42.7,19.2,50.0,https://www.timeshighereducation.com/world-university-rankings/sefako-makgatho-health-sciences-university
1201–1500,"Seoul National University of Science and Technology (SeoulTech)
South Korea",27.3–32.0,30.3,21.7,35.1,52.6,34.2,https://www.timeshighereducation.com/world-university-rankings/seoul-national-university-science-and-technology-seoultech
1201–1500,"Shahid Bahonar University of Kerman
Iran",27.3–32.0,19.1,13.8,50.4,32.4,30.0,https://www.timeshighereducation.com/world-university-rankings/shahid-bahonar-university-kerman
1201–1500,"Shahid Chamran University of Ahvaz
Iran",27.3–32.0,29.4,11.0,42.0,47.5,28.6,https://www.timeshighereducation.com/world-university-rankings/shahid-chamran-university-ahvaz
1201–1500,"Shahrekord University
Iran",27.3–32.0,24.0,13.4,48.8,20.5,27.7,https://www.timeshighereducation.com/world-university-rankings/shahrekord-university
1201–1500,"Shahrood University of Technology
Iran",27.3–32.0,29.0,15.5,47.1,28.2,41.8,https://www.timeshighereducation.com/world-university-rankings/shahrood-university-technology
1201–1500,"Shiga University of Medical Science
Japan",27.3–32.0,32.7,13.3,34.2,65.4,25.3,https://www.timeshighereducation.com/world-university-rankings/shiga-university-medical-science
1201–1500,"Shinshu University
Japan",27.3–32.0,26.7,18.4,32.5,66.8,31.9,https://www.timeshighereducation.com/world-university-rankings/shinshu-university
1201–1500,"Shivaji University, Kolhapur
India",27.3–32.0,34.9,16.6,45.5,29.7,21.5,https://www.timeshighereducation.com/world-university-rankings/shivaji-university-kolhapur
1201–1500,"Shiv Nadar University
India",27.3–32.0,31.7,8.1,40.6,27.7,42.5,https://www.timeshighereducation.com/world-university-rankings/shiv-nadar-university
1201–1500,"Sidi Mohamed Ben Abdellah University
Morocco",27.3–32.0,25.2,11.9,48.2,24.2,26.2,https://www.timeshighereducation.com/world-university-rankings/sidi-mohamed-ben-abdellah-university
1201–1500,"Slovak University of Agriculture in Nitra
Slovakia",27.3–32.0,27.5,19.3,34.0,22.9,49.2,https://www.timeshighereducation.com/world-university-rankings/slovak-university-agriculture-nitra
1201–1500,"Sohag University
Egypt",27.3–32.0,15.0,9.2,55.1,20.6,52.2,https://www.timeshighereducation.com/world-university-rankings/sohag-university
1201–1500,"Soonchunhyang University
South Korea",27.3–32.0,22.6,27.9,35.8,63.6,33.1,https://www.timeshighereducation.com/world-university-rankings/soonchunhyang-university
1201–1500,"South Valley University (Egypt)
Egypt",27.3–32.0,12.8,9.3,58.9,19.3,49.4,https://www.timeshighereducation.com/world-university-rankings/south-valley-university-egypt
1201–1500,"St Francis Xavier University
Canada",27.3–32.0,17.5,18.2,43.1,27.9,51.6,https://www.timeshighereducation.com/world-university-rankings/st-francis-xavier-university
1201–1500,"Suez Canal University
Egypt",27.3–32.0,20.0,9.9,56.3,28.5,51.9,https://www.timeshighereducation.com/world-university-rankings/suez-canal-university
1201–1500,"Süleyman Demirel University
Turkey",27.3–32.0,27.6,11.5,43.8,24.0,25.4,https://www.timeshighereducation.com/world-university-rankings/suleyman-demirel-university
1201–1500,"Suranaree University of Technology
Thailand",27.3–32.0,25.0,17.4,33.7,52.4,36.1,https://www.timeshighereducation.com/world-university-rankings/suranaree-university-technology
1201–1500,"SWPS University
Poland",27.3–32.0,15.8,17.0,49.5,32.8,49.4,https://www.timeshighereducation.com/world-university-rankings/swps-university
1201–1500,"Technological University Dublin
Ireland",27.3–32.0,17.6,14.7,48.8,54.7,64.5,https://www.timeshighereducation.com/world-university-rankings/technological-university-dublin
1201–1500,"Texas State University
United States",27.3–32.0,18.9,20.2,48.4,40.6,45.8,https://www.timeshighereducation.com/world-university-rankings/texas-state-university
1201–1500,"Tezpur University
India",27.3–32.0,33.1,17.3,36.8,33.2,19.4,https://www.timeshighereducation.com/world-university-rankings/tezpur-university
1201–1500,"Thammasat University
Thailand",27.3–32.0,23.5,21.0,33.8,37.5,39.0,https://www.timeshighereducation.com/world-university-rankings/thammasat-university
1201–1500,"The British University in Egypt
Egypt",27.3–32.0,16.7,12.1,53.0,19.1,37.4,https://www.timeshighereducation.com/world-university-rankings/british-university-egypt
1201–1500,"The Jikei University School of Medicine
Japan",27.3–32.0,30.3,11.2,43.9,45.4,20.8,https://www.timeshighereducation.com/world-university-rankings/jikei-university-school-medicine
1201–1500,"The John Paul II Catholic University of Lublin
Poland",27.3–32.0,31.6,17.0,36.8,17.4,32.1,https://www.timeshighereducation.com/world-university-rankings/john-paul-ii-catholic-university-lublin
1201–1500,"The University of Electro-Communications
Japan",27.3–32.0,25.7,24.1,32.3,69.1,39.0,https://www.timeshighereducation.com/world-university-rankings/university-electro-communications
1201–1500,"The University of the West Indies
Jamaica",27.3–32.0,21.0,12.0,45.4,29.4,52.6,https://www.timeshighereducation.com/world-university-rankings/university-west-indies
1201–1500,"Tianjin Normal University
China",27.3–32.0,21.0,21.0,34.5,53.8,46.1,https://www.timeshighereducation.com/world-university-rankings/tianjin-normal-university
1201–1500,"TOBB University of Economics and Technology
Turkey",27.3–32.0,20.0,14.7,40.9,67.5,41.1,https://www.timeshighereducation.com/world-university-rankings/tobb-university-economics-and-technology
1201–1500,"Tokai University
Japan",27.3–32.0,17.6,12.8,46.9,48.3,31.8,https://www.timeshighereducation.com/world-university-rankings/tokai-university
1201–1500,"Tokushima University
Japan",27.3–32.0,28.9,20.7,27.2,86.7,24.7,https://www.timeshighereducation.com/world-university-rankings/tokushima-university
1201–1500,"Tokyo University of Agriculture and Technology
Japan",27.3–32.0,34.0,25.5,28.0,82.2,39.0,https://www.timeshighereducation.com/world-university-rankings/tokyo-university-agriculture-and-technology
1201–1500,"Tokyo University of Science
Japan",27.3–32.0,23.8,26.8,27.7,74.8,30.4,https://www.timeshighereducation.com/world-university-rankings/tokyo-university-science
1201–1500,"Tomas Bata University in Zlín
Czechia",27.3–32.0,22.7,21.1,37.7,28.8,53.7,https://www.timeshighereducation.com/world-university-rankings/tomas-bata-university-zlin
1201–1500,"Toyohashi University of Technology (TUT)
Japan",27.3–32.0,30.7,23.6,21.4,83.6,43.4,https://www.timeshighereducation.com/world-university-rankings/toyohashi-university-technology-tut
1201–1500,"Tzu Chi University
Taiwan",27.3–32.0,25.7,26.0,24.7,66.3,27.8,https://www.timeshighereducation.com/world-university-rankings/tzu-chi-university
1201–1500,"Universidad Católica San Antonio de Murcia (UCAM)
Spain",27.3–32.0,19.1,18.2,35.1,39.2,57.4,https://www.timeshighereducation.com/world-university-rankings/universidad-catolica-san-antonio-de-murcia-ucam
1201–1500,"Universidad del Desarrollo
Chile",27.3–32.0,16.4,12.1,47.2,28.0,51.0,https://www.timeshighereducation.com/world-university-rankings/universidad-del-desarrollo
1201–1500,"Universidade Eduardo Mondlane
Mozambique",27.3–32.0,11.3,8.7,60.3,21.1,52.3,https://www.timeshighereducation.com/world-university-rankings/universidade-eduardo-mondlane
1201–1500,"Universidade Federal de Pernambuco
Brazil",27.3–32.0,33.8,18.5,25.6,62.5,28.8,https://www.timeshighereducation.com/world-university-rankings/universidade-federal-de-pernambuco
1201–1500,"Universidade Federal do Paraná (UFPR)
Brazil",27.3–32.0,37.2,18.5,29.7,51.9,35.4,https://www.timeshighereducation.com/world-university-rankings/universidade-federal-do-parana-ufpr
1201–1500,"Universidad San Francisco de Quito
Ecuador",27.3–32.0,24.0,12.1,44.2,19.3,63.7,https://www.timeshighereducation.com/world-university-rankings/universidad-san-francisco-de-quito
1201–1500,"Universitas Airlangga
Indonesia",27.3–32.0,28.6,14.1,39.2,24.8,66.3,https://www.timeshighereducation.com/world-university-rankings/universitas-airlangga
1201–1500,"Universitas Gadjah Mada
Indonesia",27.3–32.0,33.1,24.0,31.3,57.2,43.9,https://www.timeshighereducation.com/world-university-rankings/universitas-gadjah-mada
1201–1500,"Universitas Muhammadiyah Surakarta
Indonesia",27.3–32.0,15.7,9.8,60.5,17.5,29.6,https://www.timeshighereducation.com/world-university-rankings/universitas-muhammadiyah-surakarta
1201–1500,"Universitas Padjadjaran
Indonesia",27.3–32.0,32.5,13.0,35.1,27.9,52.5,https://www.timeshighereducation.com/world-university-rankings/universitas-padjadjaran
1201–1500,"Université de Poitiers
France",27.3–32.0,27.5,20.9,30.5,39.7,61.6,https://www.timeshighereducation.com/world-university-rankings/universite-de-poitiers
1201–1500,"Université Djillali Liabès de Sidi Bel-Abbès
Algeria",27.3–32.0,25.5,9.7,46.3,17.6,36.8,https://www.timeshighereducation.com/world-university-rankings/universite-djillali-liabes-de-sidi-bel-abbes
1201–1500,"Université d’Orléans
France",27.3–32.0,20.3,16.6,46.1,51.7,70.1,https://www.timeshighereducation.com/world-university-rankings/universite-dorleans
1201–1500,"University of A Coruña
Spain",27.3–32.0,24.1,18.6,46.1,46.6,38.1,https://www.timeshighereducation.com/world-university-rankings/university-coruna
1201–1500,"University of Anbar
Iraq",27.3–32.0,25.0,11.1,53.2,36.6,32.0,https://www.timeshighereducation.com/world-university-rankings/university-anbar
1201–1500,"University of Antioquia
Colombia",27.3–32.0,21.1,20.8,38.8,39.9,40.3,https://www.timeshighereducation.com/world-university-rankings/university-antioquia
1201–1500,"University of Brasília
Brazil",27.3–32.0,34.0,17.7,27.7,33.2,35.7,https://www.timeshighereducation.com/world-university-rankings/university-brasilia
1201–1500,"University of Burgos
Spain",27.3–32.0,21.8,16.7,44.9,29.0,36.3,https://www.timeshighereducation.com/world-university-rankings/university-burgos
1201–1500,"University of Cadiz
Spain",27.3–32.0,21.2,18.3,42.7,37.4,43.4,https://www.timeshighereducation.com/world-university-rankings/university-cadiz
1201–1500,"University of Chemistry and Technology, Prague
Czechia",27.3–32.0,37.3,14.7,26.9,55.0,54.4,https://www.timeshighereducation.com/world-university-rankings/university-chemistry-and-technology-prague
1201–1500,"University of Chittagong
Bangladesh",27.3–32.0,11.5,9.5,60.7,22.8,55.2,https://www.timeshighereducation.com/world-university-rankings/university-chittagong
1201–1500,"University of Colima
Mexico",27.3–32.0,23.4,8.2,54.3,19.0,29.9,https://www.timeshighereducation.com/world-university-rankings/university-colima
1201–1500,"University of Concepción
Chile",27.3–32.0,19.3,18.1,40.9,47.7,50.8,https://www.timeshighereducation.com/world-university-rankings/university-concepcion
1201–1500,"University of Deusto
Spain",27.3–32.0,20.7,20.6,49.3,39.9,46.0,https://www.timeshighereducation.com/world-university-rankings/university-deusto
1201–1500,"University of Duhok
Iraq",27.3–32.0,24.2,8.1,61.3,19.7,31.3,https://www.timeshighereducation.com/world-university-rankings/university-duhok
1201–1500,"University of El Oued
Algeria",27.3–32.0,19.8,8.9,53.0,17.5,44.2,https://www.timeshighereducation.com/world-university-rankings/university-el-oued-0
1201–1500,"University of Engineering & Technology (UET) Lahore
Pakistan",27.3–32.0,20.2,10.5,54.3,32.4,51.0,https://www.timeshighereducation.com/world-university-rankings/university-engineering-technology-uet-lahore
1201–1500,"University of Évora
Portugal",27.3–32.0,25.0,21.5,36.8,25.1,54.3,https://www.timeshighereducation.com/world-university-rankings/university-evora
1201–1500,"University of Guilan
Iran",27.3–32.0,26.0,18.4,44.5,34.0,25.4,https://www.timeshighereducation.com/world-university-rankings/university-guilan
1201–1500,"University of Health Sciences, Turkey
Turkey",27.3–32.0,45.7,10.6,27.3,17.5,28.8,https://www.timeshighereducation.com/world-university-rankings/university-health-sciences-turkey
1201–1500,"University of Ilorin
Nigeria",27.3–32.0,15.5,12.6,64.8,20.2,42.6,https://www.timeshighereducation.com/world-university-rankings/university-ilorin
1201–1500,"University of Ioannina
Greece",27.3–32.0,16.9,15.7,50.5,52.8,39.5,https://www.timeshighereducation.com/world-university-rankings/university-ioannina
1201–1500,"University of Isfahan
Iran",27.3–32.0,29.0,18.3,46.8,38.9,32.3,https://www.timeshighereducation.com/world-university-rankings/university-isfahan
1201–1500,"University of Jeddah
Saudi Arabia",27.3–32.0,16.8,11.0,59.1,21.2,70.7,https://www.timeshighereducation.com/world-university-rankings/university-jeddah
1201–1500,"University of Jendouba
Tunisia",27.3–32.0,19.2,23.2,37.1,51.4,46.4,https://www.timeshighereducation.com/world-university-rankings/university-jendouba
1201–1500,"University of Jos
Nigeria",27.3–32.0,15.3,8.6,55.9,18.4,46.4,https://www.timeshighereducation.com/world-university-rankings/university-jos
1201–1500,"University of Kerala
India",27.3–32.0,40.2,20.7,23.8,22.4,25.5,https://www.timeshighereducation.com/world-university-rankings/university-kerala
1201–1500,"University of La Frontera
Chile",27.3–32.0,17.8,23.7,35.8,24.1,50.2,https://www.timeshighereducation.com/world-university-rankings/university-la-frontera
1201–1500,"University of La Serena
Chile",27.3–32.0,14.3,10.3,54.3,17.3,50.3,https://www.timeshighereducation.com/world-university-rankings/university-la-serena
1201–1500,"University of Las Palmas de Gran Canaria
Spain",27.3–32.0,21.4,26.9,42.7,32.5,41.7,https://www.timeshighereducation.com/world-university-rankings/university-las-palmas-de-gran-canaria
1201–1500,"University of León
Spain",27.3–32.0,24.9,15.9,41.8,61.0,36.8,https://www.timeshighereducation.com/world-university-rankings/university-leon
1201–1500,"University of Malaga
Spain",27.3–32.0,21.1,17.1,42.1,54.0,41.5,https://www.timeshighereducation.com/world-university-rankings/university-malaga
1201–1500,"University of Manouba
Tunisia",27.3–32.0,25.9,9.7,42.1,23.9,45.8,https://www.timeshighereducation.com/world-university-rankings/university-manouba
1201–1500,"University of Maragheh
Iran",27.3–32.0,14.7,17.1,59.6,31.3,47.8,https://www.timeshighereducation.com/world-university-rankings/university-maragheh
1201–1500,"University of Maribor
Slovenia",27.3–32.0,21.5,18.0,41.2,46.2,39.5,https://www.timeshighereducation.com/world-university-rankings/university-maribor
1201–1500,"University of Mauritius
Mauritius",27.3–32.0,27.5,14.9,42.2,41.3,37.5,https://www.timeshighereducation.com/world-university-rankings/university-mauritius
1201–1500,"University of Mazandaran
Iran",27.3–32.0,26.6,16.2,43.0,25.4,28.3,https://www.timeshighereducation.com/world-university-rankings/university-mazandaran
1201–1500,"University of Nebraska Omaha
United States",27.3–32.0,17.9,16.9,49.8,41.8,36.2,https://www.timeshighereducation.com/world-university-rankings/university-nebraska-omaha
1201–1500,"University of Nigeria Nsukka
Nigeria",27.3–32.0,32.0,11.0,40.3,20.3,41.4,https://www.timeshighereducation.com/world-university-rankings/university-nigeria-nsukka
1201–1500,"University of Northern British Columbia (UNBC)
Canada",27.3–32.0,21.0,22.5,44.4,19.9,57.0,https://www.timeshighereducation.com/world-university-rankings/university-northern-british-columbia-unbc
1201–1500,"University of Occupational and Environmental Health, Japan
Japan",27.3–32.0,29.0,11.9,53.1,53.7,23.1,https://www.timeshighereducation.com/world-university-rankings/university-occupational-and-environmental-health-japan
1201–1500,"University of Peradeniya
Sri Lanka",27.3–32.0,12.8,12.4,56.4,30.0,39.3,https://www.timeshighereducation.com/world-university-rankings/university-peradeniya
1201–1500,"University of Reims Champagne-Ardenne
France",27.3–32.0,29.1,9.8,37.4,36.4,56.1,https://www.timeshighereducation.com/world-university-rankings/university-reims-champagne-ardenne
1201–1500,"University of Rouen Normandie
France",27.3–32.0,24.9,13.9,38.3,51.6,55.9,https://www.timeshighereducation.com/world-university-rankings/university-rouen-normandie
1201–1500,"University of Sargodha
Pakistan",27.3–32.0,14.5,13.6,63.0,20.9,49.4,https://www.timeshighereducation.com/world-university-rankings/university-sargodha
1201–1500,"University of Sfax
Tunisia",27.3–32.0,29.7,12.3,41.5,39.3,46.0,https://www.timeshighereducation.com/world-university-rankings/university-sfax
1201–1500,"University of Social Welfare and Rehabilitation Sciences
Iran",27.3–32.0,34.0,15.7,34.3,22.8,33.4,https://www.timeshighereducation.com/world-university-rankings/university-social-welfare-and-rehabilitation-sciences
1201–1500,"University of South Africa
South Africa",27.3–32.0,19.7,17.8,51.0,30.4,42.2,https://www.timeshighereducation.com/world-university-rankings/university-south-africa
1201–1500,"University of South Wales
United Kingdom",27.3–32.0,18.2,11.7,35.7,52.3,78.6,https://www.timeshighereducation.com/world-university-rankings/university-south-wales
1201–1500,"University of Split
Croatia",27.3–32.0,22.2,15.3,42.3,28.6,34.7,https://www.timeshighereducation.com/world-university-rankings/university-split
1201–1500,"University of Staffordshire
United Kingdom",27.3–32.0,16.3,12.3,48.0,23.8,73.4,https://www.timeshighereducation.com/world-university-rankings/university-staffordshire
1201–1500,"University of Technology of Compiègne
France",27.3–32.0,28.7,11.6,30.6,58.7,81.9,https://www.timeshighereducation.com/world-university-rankings/university-technology-compiegne
1201–1500,"University of the Philippines
Philippines",27.3–32.0,27.4,17.9,39.0,28.9,38.6,https://www.timeshighereducation.com/world-university-rankings/university-philippines
1201–1500,"University of Trás-os-Montes and Alto Douro
Portugal",27.3–32.0,19.6,20.9,47.3,38.6,40.5,https://www.timeshighereducation.com/world-university-rankings/university-tras-os-montes-and-alto-douro
1201–1500,"University of Tripoli
Libya",27.3–32.0,14.6,10.7,66.1,17.2,43.3,https://www.timeshighereducation.com/world-university-rankings/university-tripoli
1201–1500,"University of Urbino Carlo Bo
Italy",27.3–32.0,17.6,19.9,47.6,36.3,50.1,https://www.timeshighereducation.com/world-university-rankings/university-urbino-carlo-bo
1201–1500,"University of Valladolid
Spain",27.3–32.0,24.8,16.7,40.7,44.4,39.5,https://www.timeshighereducation.com/world-university-rankings/university-valladolid
1201–1500,"University of West London
United Kingdom",27.3–32.0,15.4,10.5,53.3,20.7,90.0,https://www.timeshighereducation.com/world-university-rankings/university-west-london
1201–1500,"University of Winchester
United Kingdom",27.3–32.0,19.0,15.4,45.4,18.0,61.2,https://www.timeshighereducation.com/world-university-rankings/university-winchester
1201–1500,"University of Wrocław
Poland",27.3–32.0,28.7,21.8,37.9,35.5,45.1,https://www.timeshighereducation.com/world-university-rankings/university-wroclaw
1201–1500,"University of Zagreb
Croatia",27.3–32.0,27.6,19.1,41.8,57.5,31.3,https://www.timeshighereducation.com/world-university-rankings/university-zagreb
1201–1500,"University of Žilina
Slovakia",27.3–32.0,26.2,19.6,39.9,45.5,33.9,https://www.timeshighereducation.com/world-university-rankings/university-zilina
1201–1500,"University Rey Juan Carlos
Spain",27.3–32.0,18.7,15.3,47.4,46.7,38.4,https://www.timeshighereducation.com/world-university-rankings/university-rey-juan-carlos
1201–1500,"Urmia University of Technology
Iran",27.3–32.0,12.2,14.3,56.7,22.0,49.0,https://www.timeshighereducation.com/world-university-rankings/urmia-university-technology
1201–1500,"USAMV Cluj-Napoca
Romania",27.3–32.0,19.7,10.0,52.3,22.0,37.5,https://www.timeshighereducation.com/world-university-rankings/usamv-cluj-napoca
1201–1500,"Vietnam National University, Hanoi
Vietnam",27.3–32.0,17.7,11.5,54.6,28.2,44.3,https://www.timeshighereducation.com/world-university-rankings/vietnam-national-university-hanoi
1201–1500,"Visvesvaraya National Institute of Technology, Nagpur
India",27.3–32.0,32.7,12.8,41.6,36.5,20.1,https://www.timeshighereducation.com/world-university-rankings/visvesvaraya-national-institute-technology-nagpur
1201–1500,"VSB - Technical University of Ostrava
Czechia",27.3–32.0,25.6,20.9,38.5,48.5,55.4,https://www.timeshighereducation.com/world-university-rankings/vsb-technical-university-ostrava
1201–1500,"Vytautas Magnus University
Lithuania",27.3–32.0,23.7,12.9,36.9,21.2,69.5,https://www.timeshighereducation.com/world-university-rankings/vytautas-magnus-university
1201–1500,"Walailak University
Thailand",27.3–32.0,19.4,15.4,56.4,18.7,47.8,https://www.timeshighereducation.com/world-university-rankings/walailak-university
1201–1500,"Warsaw University of Technology
Poland",27.3–32.0,28.3,17.7,32.9,61.1,33.9,https://www.timeshighereducation.com/world-university-rankings/warsaw-university-technology
1201–1500,"Wilfrid Laurier University
Canada",27.3–32.0,15.8,16.1,49.3,58.4,61.2,https://www.timeshighereducation.com/world-university-rankings/wilfrid-laurier-university
1201–1500,"Woosong University
South Korea",27.3–32.0,19.1,10.4,43.2,24.2,86.2,https://www.timeshighereducation.com/world-university-rankings/woosong-university
1201–1500,"Wrocław University of Science and Technology
Poland",27.3–32.0,23.6,19.3,36.2,58.5,34.0,https://www.timeshighereducation.com/world-university-rankings/wroclaw-university-science-and-technology
1201–1500,"Wuhan Textile University
China",27.3–32.0,16.3,12.4,57.9,55.7,23.9,https://www.timeshighereducation.com/world-university-rankings/wuhan-textile-university
1201–1500,"Xiangtan University
China",27.3–32.0,18.6,17.4,53.6,56.3,23.1,https://www.timeshighereducation.com/world-university-rankings/xiangtan-university
1201–1500,"Yanshan University
China",27.3–32.0,21.6,12.2,45.4,57.0,20.8,https://www.timeshighereducation.com/world-university-rankings/yanshan-university
1201–1500,"Yaşar University
Turkey",27.3–32.0,21.5,11.8,57.8,21.1,43.1,https://www.timeshighereducation.com/world-university-rankings/yasar-university
1201–1500,"Yazd University
Iran",27.3–32.0,21.6,18.5,44.8,44.4,35.6,https://www.timeshighereducation.com/world-university-rankings/yazd-university
1201–1500,"Yokohama National University
Japan",27.3–32.0,28.3,21.9,22.1,82.3,35.3,https://www.timeshighereducation.com/world-university-rankings/yokohama-national-university
1201–1500,"Zewail City of Science and Technology
Egypt",27.3–32.0,23.7,10.5,48.2,23.7,40.6,https://www.timeshighereducation.com/world-university-rankings/zewail-city-science-and-technology
1201–1500,"Zhejiang Chinese Medical University
China",27.3–32.0,20.2,17.5,46.1,36.4,22.7,https://www.timeshighereducation.com/world-university-rankings/zhejiang-chinese-medical-university
1201–1500,"Zhejiang University of Finance and Economics
China",27.3–32.0,14.3,13.3,66.8,30.8,28.8,https://www.timeshighereducation.com/world-university-rankings/zhejiang-university-finance-and-economics
1501+,"Abdelmalek Essaâdi University
Morocco",10.3–27.2,22.9,11.1,43.1,20.7,29.0,https://www.timeshighereducation.com/world-university-rankings/abdelmalek-essaadi-university
1501+,"Acharya Nagarjuna University
India",10.3–27.2,45.0,9.9,16.8,27.6,28.6,https://www.timeshighereducation.com/world-university-rankings/acharya-nagarjuna-university
1501+,"Acıbadem University
Turkey",10.3–27.2,27.3,12.4,29.0,26.4,37.0,https://www.timeshighereducation.com/world-university-rankings/acibadem-university
1501+,"Adana Alparslan Türkeş Science and Technology University
Turkey",10.3–27.2,13.7,10.4,31.5,17.2,22.9,https://www.timeshighereducation.com/world-university-rankings/adana-alparslan-turkes-science-and-technology-university
1501+,"Adelphi University
United States",10.3–27.2,25.5,7.9,26.2,18.1,35.8,https://www.timeshighereducation.com/world-university-rankings/adelphi-university
1501+,"Adıyaman University
Turkey",10.3–27.2,13.0,10.1,33.5,16.8,28.0,https://www.timeshighereducation.com/world-university-rankings/adiyaman-university
1501+,"Afyonkarahisar Health Sciences University
Turkey",10.3–27.2,29.8,11.8,13.1,24.6,23.3,https://www.timeshighereducation.com/world-university-rankings/afyonkarahisar-health-sciences-university
