Name,Arts and Humanities,Business and Economics,Computer Science,Education Studies,Engineering,Law,Life Sciences,Medical and Health,Physical Sciences,Psychology,Social Sciences
SEGi University,"Architecture, Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,,"Medicine and Dentistry, Other Health",,Psychology,Communication and Media Studies
Senshu University,"Archaeology, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,,Law,,,"Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology"
Shaheed Benazir Bhutto University,"Art, Performing Art and Design, Languages, Literature and Linguistics","Business and Management, Economics and Econometrics",Computer Science,Education,,Law,Biological Sciences,,"Chemistry, Mathematics and Statistics",,Communication and Media Studies
Shaheed Benazir Bhutto Women University Peshawar,"Art, Performing Art and Design",Business and Management,Computer Science,Education,,Law,"Biological Sciences, Sport Science",,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Politics and International Studies"
Shaheed Mohtarma Benazir Bhutto Medical University,,,,,,,Biological Sciences,"Medicine and Dentistry, Other Health",,,
Shahrisabz State Pedagogical Institute,"Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics",,,Education,,Law,Biological Sciences,,"Mathematics and Statistics, Physics and Astronomy",Psychology,Geography
Shakarim University,"Archaeology, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering",,"Agriculture and Forestry, Biological Sciences, Veterinary Science",,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography"
Sher-e-Bangla Agricultural University (SAU),"Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",,,General Engineering,,"Agriculture and Forestry, Biological Sciences, Veterinary Science",,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics",,Communication and Media Studies
Shirak State University,"History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,,Law,"Biological Sciences, Sport Science",,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Sociology"
Simón Bolívar University (Colombia),"Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,Biological Sciences,"Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics",Psychology,"Communication and Media Studies, Politics and International Studies, Sociology"
Simon Kuznets Kharkiv National University of Economics,"Art, Performing Art and Design","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering",Law,,,Mathematics and Statistics,Psychology,"Communication and Media Studies, Politics and International Studies"
Sisaket Rajabhat University,"Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management",Computer Science,Education,"Civil Engineering, General Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science",Other Health,,,"Communication and Media Studies, Politics and International Studies, Sociology"
Social Sciences University of Ankara,"Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",,,,,,,,Psychology,"Communication and Media Studies, Politics and International Studies, Sociology"
Sohar University,"Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, Mechanical and Aerospace Engineering",Law,,,,,
Sorsogon State University,Architecture,"Accounting and Finance, Business and Management",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,"Agriculture and Forestry, Biological Sciences",Other Health,,,Politics and International Studies
South East European University,"Architecture, Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,,Law,,Other Health,,Psychology,"Politics and International Studies, Sociology"
Southern Luzon State University,"History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management",,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,"Agriculture and Forestry, Biological Sciences, Sport Science","Medicine and Dentistry, Other Health","Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics",Psychology,"Communication and Media Studies, Politics and International Studies"
Southern Technical University,"Architecture, Art, Performing Art and Design","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,"Agriculture and Forestry, Biological Sciences, Veterinary Science",Other Health,"Chemistry, Geology, Environmental, Earth and Marine Sciences",,
South Mediterranean University (SMU),,Business and Management,,,,,,,,,
Sphinx University,Architecture,,Computer Science,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,Biological Sciences,,,,
Sri Balaji Vidyapeeth,,,,Education,,,"Biological Sciences, Sport Science","Medicine and Dentistry, Other Health",,,
Sri Padmavati Mahila Visvavidyalayam (Women's University),"Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Biological Sciences, Sport Science",Other Health,"Chemistry, Mathematics and Statistics, Physics and Astronomy",Psychology,Communication and Media Studies
State Energy Institute of Turkmenistan,,"Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,,,Chemistry,,Communication and Media Studies
State Polytechnic of Malang,,"Accounting and Finance, Business and Management",Computer Science,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,,,,,
St Luke’s International University,,,,,,,,"Medicine and Dentistry, Other Health",,,
"St Mary’s University College, Belfast",,,,Education,,,,,,,Politics and International Studies
"St Mary’s University, Twickenham","Art, Performing Art and Design, History, Philosophy and Theology","Accounting and Finance, Business and Management",Computer Science,Education,,Law,Sport Science,Other Health,,Psychology,"Communication and Media Studies, Politics and International Studies, Sociology"
Stranmillis University College,,,,Education,,,Sport Science,,,,
Sugiyama Jogakuen University,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management",,Education,,,,"Medicine and Dentistry, Other Health",,Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology"
Sulaimani Polytechnic University,Architecture,"Accounting and Finance, Business and Management",Computer Science,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,"Agriculture and Forestry, Biological Sciences","Medicine and Dentistry, Other Health",,,"Communication and Media Studies, Politics and International Studies"
Sumgayit State University,"History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Electrical and Electronic Engineering, General Engineering",,Biological Sciences,,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Geography, Politics and International Studies, Sociology"
Sumy State Pedagogical University named after A.S. Makarenko,"Archaeology, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Business and Management, Economics and Econometrics",,Education,,Law,"Biological Sciences, Sport Science",,,Psychology,"Geography, Politics and International Studies, Sociology"
Swiss German University,,"Accounting and Finance, Business and Management",Computer Science,,"Chemical Engineering, Civil Engineering, General Engineering, Mechanical and Aerospace Engineering",,Biological Sciences,Medicine and Dentistry,"Geology, Environmental, Earth and Marine Sciences",,Communication and Media Studies
Tafila Technical University,"Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,Biological Sciences,,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,
Tajik National University,"Archaeology, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Electrical and Electronic Engineering",Law,"Agriculture and Forestry, Biological Sciences","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Politics and International Studies, Sociology"
Tarlac Agricultural University,,"Business and Management, Economics and Econometrics",Computer Science,Education,General Engineering,,"Agriculture and Forestry, Veterinary Science",,,Psychology,Communication and Media Studies
Tarsus University,"Art, Performing Art and Design","Accounting and Finance, Business and Management",Computer Science,,"Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,Biological Sciences,Other Health,"Chemistry, Mathematics and Statistics",,"Politics and International Studies, Sociology"
Tashkent Institute of Chemical Technology,,Business and Management,,,"Chemical Engineering, General Engineering, Mechanical and Aerospace Engineering",,Biological Sciences,,"Chemistry, Geology, Environmental, Earth and Marine Sciences",,
Tashkent Institute of Management and Economics,"History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,,,Mathematics and Statistics,Psychology,Communication and Media Studies
Tashkent Institute of Textile and Light Industry,"Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,,,Mathematics and Statistics,,Communication and Media Studies
Tashkent International University of Financial Management and Technology (TIFT),"Archaeology, Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,Civil Engineering,Law,,,"Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics",Psychology,"Geography, Politics and International Studies, Sociology"
Tashkent Metropolitan University,"Architecture, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,,Law,,,,Psychology,
Tashkent Pediatric Medical Institute,,Business and Management,,Education,,,Biological Sciences,"Medicine and Dentistry, Other Health",,Psychology,
Tashkent Pharmaceutical Institute,,Business and Management,,Education,,,,Other Health,,,
Tashkent State Agrarian University,,"Accounting and Finance, Business and Management, Economics and Econometrics",,,,,"Agriculture and Forestry, Biological Sciences, Veterinary Science",,,,
Tashkent State Dental Institute,,,,Education,,,,"Medicine and Dentistry, Other Health",,Psychology,
Tashkent State Medical University,,Business and Management,,Education,General Engineering,,,"Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences",,
Tashkent State Pedagogical University named after Nizami,"Archaeology, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management",Computer Science,Education,,,"Agriculture and Forestry, Biological Sciences, Sport Science",,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology"
Tashkent State Transport University,"Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,,,Mathematics and Statistics,,"Communication and Media Studies, Politics and International Studies, Sociology"
Tashkent State University of Economics,,"Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,,,,,"Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics",,"Communication and Media Studies, Politics and International Studies, Sociology"
Tashkent State University of Law,"History, Philosophy and Theology, Languages, Literature and Linguistics",,,,,Law,,,,,Politics and International Studies
Tashkent State University of Oriental Studies,"Archaeology, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,,,Sport Science,Other Health,Mathematics and Statistics,Psychology,"Communication and Media Studies, Geography, Politics and International Studies"
Tata Institute of Fundamental Research,,,Computer Science,Education,,,Biological Sciences,,"Chemistry, Mathematics and Statistics, Physics and Astronomy",,
Tbilisi State Medical University,,,,,,,,"Medicine and Dentistry, Other Health",,,
T. C. Demiroğlu Bilim University,,,,,,,Biological Sciences,"Medicine and Dentistry, Other Health",,Psychology,
Teacher Education College of Setif,"History, Philosophy and Theology, Languages, Literature and Linguistics",,,Education,,,Sport Science,,"Mathematics and Statistics, Physics and Astronomy",,Geography
Technical University of Cotopaxi (UTC),,"Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Electrical and Electronic Engineering, General Engineering",,"Agriculture and Forestry, Veterinary Science",,,Psychology,Communication and Media Studies
Technical University of the North,"Art, Performing Art and Design","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science","Medicine and Dentistry, Other Health","Geology, Environmental, Earth and Marine Sciences",Psychology,"Communication and Media Studies, Sociology"
Technische Hochschule Ingolstadt,Architecture,"Accounting and Finance, Business and Management",Computer Science,,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,Biological Sciences,,,,
Teerthanker Mahaveer University,,"Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences","Medicine and Dentistry, Other Health","Chemistry, Mathematics and Statistics, Physics and Astronomy",,
Teikyo Heisei University,,Business and Management,,Education,,,"Sport Science, Veterinary Science","Medicine and Dentistry, Other Health",,Psychology,"Communication and Media Studies, Sociology"
Termez State Pedagogical Institute,"Art, Performing Art and Design, Languages, Literature and Linguistics",,Computer Science,Education,,,"Biological Sciences, Sport Science",,"Chemistry, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Sociology"
Termez State University,"Archaeology, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Economics and Econometrics",Computer Science,Education,,Law,"Biological Sciences, Sport Science",,"Chemistry, Mathematics and Statistics, Physics and Astronomy",Psychology,"Geography, Sociology"
Termez University of Economics and Services,"History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,,,"Biological Sciences, Sport Science","Medicine and Dentistry, Other Health",Mathematics and Statistics,Psychology,Politics and International Studies
Thaksin University,"Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science, Veterinary Science",Other Health,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology"
The British University in Dubai,Architecture,"Accounting and Finance, Business and Management",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,,,,,
The Chartered Institute of Digital Economy,,"Accounting and Finance, Business and Management, Economics and Econometrics",,,,,,,,,
The Future University,"Archaeology, Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,Agriculture and Forestry,,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology"
The Government Sadiq College Women University Bahawalpur,"Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,,,"Agriculture and Forestry, Biological Sciences",Other Health,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,Communication and Media Studies
"The Graduate University for Advanced Studies, SOKENDAI","Archaeology, Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics",,Computer Science,,"Chemical Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,"Agriculture and Forestry, Biological Sciences",,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",,"Communication and Media Studies, Geography, Politics and International Studies, Sociology"
The Islamic University,"Languages, Literature and Linguistics",,Computer Science,Education,"Civil Engineering, Mechanical and Aerospace Engineering",Law,Sport Science,"Medicine and Dentistry, Other Health",,,Communication and Media Studies
The National University of Ostroh Academy,"Archaeology, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management",Computer Science,Education,,Law,,Other Health,,Psychology,"Communication and Media Studies, Politics and International Studies"
The Nelson Mandela African Institution of Science and Technology (NM-AIST),Architecture,Business and Management,,,"Civil Engineering, General Engineering",,Agriculture and Forestry,Other Health,,,
The Public Authority for Applied Education and Training (PAAET),,"Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,Sport Science,"Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",,"Communication and Media Studies, Geography, Sociology"
The University of Shiga Prefecture,"Archaeology, Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics",,,Education,"Chemical Engineering, Electrical and Electronic Engineering, Mechanical and Aerospace Engineering",,"Agriculture and Forestry, Biological Sciences",Other Health,"Chemistry, Geology, Environmental, Earth and Marine Sciences",Psychology,"Communication and Media Studies, Geography, Sociology"
The University of World Economy and Diplomacy (UWED),"History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",,,,Law,,,Mathematics and Statistics,,"Communication and Media Studies, Politics and International Studies"
The Women University Multan,"Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,,,Biological Sciences,Other Health,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Politics and International Studies, Sociology"
The World Islamic Sciences and Education University (WISE),"Architecture, Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,,Law,,,"Chemistry, Mathematics and Statistics",,
Thomas Adewumi University,,"Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, Mechanical and Aerospace Engineering",Law,Biological Sciences,Other Health,"Chemistry, Mathematics and Statistics, Physics and Astronomy",,"Communication and Media Studies, Sociology"
T.H. Shevchenko National University Chernihiv Colehium,"Archaeology, Art, Performing Art and Design, History, Philosophy and Theology",Business and Management,Computer Science,Education,,Law,"Agriculture and Forestry, Biological Sciences",Medicine and Dentistry,"Chemistry, Geology, Environmental, Earth and Marine Sciences",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology"
Tiradentes University,Architecture,"Accounting and Finance, Business and Management",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering",Law,,"Medicine and Dentistry, Other Health",,Psychology,Communication and Media Studies
Tissemsilt University,"History, Philosophy and Theology, Languages, Literature and Linguistics","Business and Management, Economics and Econometrics",Computer Science,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science, Veterinary Science",,"Chemistry, Physics and Astronomy",Psychology,"Politics and International Studies, Sociology"
Tohoku Gakuin University,"Archaeology, Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science",Other Health,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology"
Tokyo University of Foreign Studies,"History, Philosophy and Theology, Languages, Literature and Linguistics",,,Education,,,,,,,"Communication and Media Studies, Politics and International Studies, Sociology"
Toyota Technological Institute,,,Computer Science,,"Chemical Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,,,"Chemistry, Physics and Astronomy",,
Transport and Telecommunication Institute,,Business and Management,Computer Science,,"Electrical and Electronic Engineering, Mechanical and Aerospace Engineering",,,,,,
Trinity Laban Conservatoire of Music and Dance,"Art, Performing Art and Design",,,,,,,,,,
Turan International University,"History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,,,"Biological Sciences, Sport Science",,Mathematics and Statistics,Psychology,Politics and International Studies
Turan University,"Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,Electrical and Electronic Engineering,Law,,,,Psychology,"Communication and Media Studies, Politics and International Studies, Sociology"
Turin Polytechnic University in Tashkent,Architecture,Business and Management,Computer Science,,"Civil Engineering, General Engineering, Mechanical and Aerospace Engineering",,,,,,
Turkmen Agricultural Institute,"Languages, Literature and Linguistics","Accounting and Finance, Economics and Econometrics",Computer Science,,General Engineering,,"Agriculture and Forestry, Veterinary Science",Other Health,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",,
Turkmen Agricultural University named after S.A. Niyazov,"History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,"Agriculture and Forestry, Biological Sciences, Veterinary Science",,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,Sociology
Turkmen State Architecture and Construction Institute,,"Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Electrical and Electronic Engineering, General Engineering",,,,"Chemistry, Mathematics and Statistics",,
Turkmen State Institute of Economics and Management,,"Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,,,,,,,
Turkmen State Institute of Finance,"History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,,Law,,,Mathematics and Statistics,Psychology,"Geography, Politics and International Studies"
UIT University,,Business and Management,Computer Science,,Electrical and Electronic Engineering,,,,,,
UNESC,"Archaeology, Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology"
